populacao,num_juizes,casos_recebidos,tipo_caso,taxa_crescimento_populacao,taxa_criminalidade,tempo_casos,nivel_automacao,congestionamento,advogados,urbanizacao,nivel_educacao,habitantes_por_juiz,idh,casos_pendentes,idade_juizes_18-29,idade_juizes_30-39,idade_juizes_40-49,idade_juizes_50-59,idade_juizes_60-69,idade_juizes_70-79,idade_juizes_80-89
0.43481953011800334,0.3157894736842105,0.412711182622687,1.0,0.872253486747965,1.0,0.18181818181818182,0.4,0.6666666666666666,0.173469387755102,0.3333333333333333,0.8647287348513406,0.20806765267696842,1.0,0.49683544303797467,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3090102360026388,1.0,0.5333869670152855,1.0,0.5468423476775026,0.6984862095638424,0.6363636363636365,0.6000000000000001,1.0,0.9897959183673468,0.0,0.8024915925008139,0.058704719127340606,0.8263108319754979,0.5488245931283906,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.38186248430550535,0.736842105263158,0.39983909895414316,0.5,1.0,1.0,0.5909090909090909,0.30000000000000004,0.3333333333333333,0.11224489795918367,0.3333333333333333,0.6065027294838597,0.10086329913300104,0.9383517160423164,0.5081374321880651,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.031825243131663516,0.5263157894736843,0.4818986323411102,0.5,1.0,0.741960773792559,0.36363636363636365,0.8,1.0,0.9183673469387754,1.0,1.0,0.020865298555171982,0.741960773792559,0.4434900542495479,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.9805175459130472,0.3684210526315789,0.5301689460981496,0.5,0.7969368296768282,0.6526693318205332,0.8636363636363638,0.4,1.0,0.2346938775510204,0.0,1.0,0.4847741141509006,0.7542009169821191,0.4886980108499096,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.44783256368240726,0.3157894736842105,0.27996781979082863,0.0,0.0,0.6049292861599235,0.18181818181818182,0.2,0.3333333333333333,0.9795918367346937,0.3333333333333333,0.7633410648642908,0.2660717989387126,0.9865998185920688,0.3964737793851718,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.40006597007937694,0.9473684210526316,0.5068382944489138,1.0,1.0,0.8778389681323234,0.6363636363636365,0.4,1.0,0.7959183673469387,0.0,0.4232825732378769,0.0806870134025686,0.5894802547512618,0.5103978300180831,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.775129280074908,0.5263157894736843,0.4730490748189863,1.0,0.3729889795629476,0.2379056286841977,0.36363636363636365,0.8,0.0,0.42857142857142855,1.0,0.5750896713280628,0.2781234661849199,0.3389559745667553,0.37183544303797467,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.24341256836415487,0.5263157894736843,0.6846339501206757,0.5,0.9149017691530544,0.7628706798683904,0.13636363636363635,1.0,0.3333333333333333,0.31632653061224486,1.0,0.2462302118871834,0.09409585412545804,0.4285349012354549,0.6363019891500904,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6908322870336873,0.15789473684210525,0.41914722445695896,0.5,1.0,1.0,0.9090909090909092,0.7000000000000001,0.0,0.8163265306122448,1.0,0.9530382171685464,0.7061320785289752,1.0,0.6123417721518987,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.6957970675235683,0.3684210526315789,0.46339501206757844,0.5,0.143637745953545,0.0,0.9090909090909092,0.0,0.3333333333333333,0.9999999999999999,0.0,0.9190965823155834,0.3492788601761652,0.2857876006311604,0.2870705244122966,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.018218382243408313,0.10526315789473684,0.6798069187449718,0.5,1.0,1.0,0.13636363636363635,0.4,0.0,0.4693877551020408,0.0,0.6130156214622926,0.09203775539524825,0.8709466423713068,0.7197106690777577,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5158370751846098,0.5789473684210527,0.6661303298471439,0.5,0.6705875209557561,0.740981513541102,0.9090909090909092,0.9,0.3333333333333333,0.346938775510204,1.0,0.9120103714744668,0.17165871611563732,0.8616929388004573,0.654385171790235,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.814228256474644,0.2631578947368421,0.582461786001609,0.0,0.1235227282831311,0.5268047086076528,0.9545454545454546,1.0,0.0,0.7755102040816326,0.3333333333333333,0.5971362798031368,0.544951805185574,0.7636114843676556,0.6039783001808318,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.07173501308761253,0.05263157894736842,0.5068382944489138,0.5,0.955619139558686,0.5081232495686889,0.2727272727272727,0.1,1.0,0.08163265306122448,1.0,0.7872055088616025,0.2460783312916837,0.4239164342201471,0.39285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.12484731118724864,0.5789473684210527,0.27916331456154464,0.5,0.9423702815879405,0.4595603120935206,0.9545454545454546,0.8,1.0,0.6530612244897959,0.0,0.8308644432836554,0.04761364642948963,0.5414591264621929,0.23349909584086798,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7855099912749249,0.5789473684210527,0.746580852775543,1.0,0.8611445072243236,0.5565991584325269,0.7272727272727273,0.30000000000000004,0.6666666666666666,0.5918367346938775,0.6666666666666666,0.5778211268560425,0.25721490901156074,0.5693428968485628,0.6797016274864376,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9462322572407483,0.8421052631578947,0.2904263877715205,1.0,0.5709607152375235,0.5659126910393033,0.7727272727272728,0.2,0.0,0.9897959183673468,0.0,0.7710052266558278,0.21393926769019844,0.3490023836092998,0.18806509945750452,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.316339299014705,0.7894736842105263,0.5784392598551891,0.5,0.6953096044319713,0.3111545724973716,0.8181818181818182,0.1,1.0,0.8979591836734693,0.0,0.2824512812489503,0.07819973896050866,0.559671977350236,0.5847649186256781,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.49065140133217006,0.736842105263158,0.658889782783588,0.5,0.2318225487045825,0.5471631860563688,0.4090909090909091,0.8,0.3333333333333333,0.8673469387755102,0.0,0.7853439957000281,0.1284747202723928,0.7523390149008827,0.6326853526220615,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.36489327743610483,0.736842105263158,0.46017699115044247,1.0,1.0,0.9184463367257608,0.5454545454545455,1.0,1.0,0.09183673469387754,1.0,0.1500408403024953,0.09655639057946122,0.4199773520853594,0.46044303797468356,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.540660977634015,0.9473684210526316,0.5317779565567176,0.5,1.0,0.8596670170508688,0.045454545454545456,0.9,1.0,0.9081632653061223,0.0,0.8260362675364324,0.10885862318106411,0.4492425518669348,0.41636528028933095,0.0,0.0,0.0,1.0,0.0,0.0,0.0
